Date,mains,television,fan,fridge,laptop computer,electric heating element,oven,unknown,washing machine,microwave,toaster,sockets,cooker
2015-07-05 00:00:00,143.00431514476614,0.0,29.65,46.212032293986624,28.57264411027568,3.3084842574533324,0.0,0.0,0.68,1.24,0.0,3.6622696910659616,0.0
2015-07-05 01:00:00,137.71505555555555,0.0,29.65,67.47714861111098,6.903595833333333,3.5670097222222306,0.0,0.0,0.68,1.24,0.0,1.215315277777776,0.0
2015-07-05 02:00:00,96.90591666666667,0.0,29.65,27.872019444444582,7.2565277777777775,3.493291666666658,0.0,0.0,0.68,1.24,0.0,0.623555555555544,0.0
2015-07-05 03:00:00,158.30491666666666,0.0,29.65,87.79675833333334,7.203779166666666,3.180234722222222,0.0,0.0,0.68,1.24,0.0,0.7108708333333176,0.0
2015-07-05 04:00:00,81.82994444444444,0.0,29.65,13.00282916666667,6.871205555555556,2.55,0.0,0.0,0.68,1.24,0.0,0.7572736111110993,0.0
2015-07-05 05:00:00,120.15013888888889,0.0,29.65,49.79377222222199,7.00421388888889,3.5373527777777833,0.0,0.0,0.68,1.24,0.0,0.6370666666666585,0.0
2015-07-05 06:00:00,136.94425,0.0,29.65,65.7142638888891,7.27225,3.808725000000003,0.0,0.0,0.68,1.24,0.0,1.007888888888884,0.0
2015-07-05 07:00:00,90.86288888888889,0.0,18.440652777777775,23.688854166666676,10.901112499999995,5.274780555555547,0.0,0.0,0.68,1.24,0.0,1.3757416666666664,0.0
2015-07-05 08:00:00,159.5895833333334,0.0,15.786923611111112,54.50197361111116,10.08965833333332,2.55,0.0,0.0,0.68,30.499621006946416,0.0,6.814125,0.0
2015-07-05 09:00:00,156.68341666666657,0.0,16.848203801169582,76.92067777777778,14.999998611111108,17.63580833333339,0.0,0.0,0.68,1.2410276041666668,0.0,2.1624119444444454,0.0
2015-07-05 10:00:00,123.09602777777778,2.3660027777777612,0.0010350877192997223,35.356598611111,21.811381770833336,22.29249166666665,0.0,1.9808486111113577,0.68,1.24,0.0,0.4809394444444346,0.0
2015-07-05 11:00:00,209.37675000000002,61.706847794117664,0.0,91.76193194444514,15.228486284722223,8.686815277777804,0.0,0.0,0.68,1.24,0.0,0.3254194444444442,0.0
2015-07-05 12:00:00,148.30744444444446,61.693063316993445,0.0,29.96385694444461,16.34260555555553,10.015272222222226,0.0,0.0,0.68,1.24,0.0,0.3482041666666729,0.0
2015-07-05 13:00:00,152.40547222222222,3.857338888888889,28.158622222222224,60.42863611111112,27.411362908496777,2.55,0.0,0.0,0.68,1.24,0.0,0.31331388888888606,0.0
2015-07-05 14:00:00,131.7053888888889,0.0,17.18737777777778,60.3470541666665,21.66398986928103,3.4093986111111194,0.0,0.0,0.68,1.24,0.0,0.3570638888888828,0.0
2015-07-05 15:00:00,149.3135000000001,17.54041527777778,0.0,26.844892983540387,25.286168055555557,11.494778162124426,0.0,0.0,0.68,1.24,0.0,0.20096111111110235,42.43053888888864
2015-07-05 16:00:00,158.67580555555557,50.853565277777776,0.0,46.284251460905274,27.380587314814807,3.016521837875619,0.0,0.0,0.68,1.24,0.0,0.29891944444443846,0.0
2015-07-05 17:00:00,270.7294722222222,55.944169444444455,0.0,74.03379027777788,33.44799462962964,7.339229166666676,0.0,0.0,0.68,1.24,0.0,0.23166249999999347,0.0
2015-07-05 18:00:00,54.822916666666664,0.0,0.0,14.104225347222231,0.7833874999999723,2.919704166666658,0.0,0.0,0.68,1.24,0.0,7.197315277777777,0.0
2015-07-05 19:00:00,141.21144444444445,16.040864930555554,0.0,72.86109270833335,16.165173861566554,3.668925000000008,0.0,0.0,0.68,1.24,0.0,2.5634680555555556,0.0
2015-07-05 20:00:00,163.16772222222224,42.860862506551385,0.0,42.26837083333325,40.97389911395125,5.552348611111125,0.0,0.0,0.68,1.24,0.0,2.7266236111111115,0.0
2015-07-05 21:00:00,179.24069444444444,47.22441561844861,0.0,48.55669583333333,34.50383396892664,5.510141666666684,0.0,0.0,0.68,11.80215555555425,0.0,5.73,0.0
2015-07-05 22:00:00,185.12666666666752,21.49508333333331,0.0,57.33530555555574,30.60741203703703,2.55,0.0,0.0,0.68,28.85000694444444,0.0,4.385159722222222,0.0
2015-07-05 23:00:00,50.30752777777778,0.0,0.0,11.303426388888889,4.359287962962972,3.9417666666666666,0.0,0.0,0.68,1.24,0.0,0.5126230555555521,0.0
2015-07-06 00:00:00,105.74691666666668,0.0,1.2914633333333334,69.26124027777777,0.0,3.426950000000008,0.0,0.0,0.68,1.24,0.0,0.4220283333333268,0.0
2015-07-06 01:00:00,101.33472222222223,0.0,30.11872416666667,38.16867083333333,0.0,3.4509625,0.0,0.0,0.68,1.24,0.0,0.24476249999998462,0.0
2015-07-06 02:00:00,94.74488888888908,0.0,29.92,30.745004166666657,0.0,3.5275666666666665,0.0,0.0,0.68,1.24,0.0,0.33106388888888344,0.0
2015-07-06 03:00:00,132.22733333333335,0.0,29.746443055555556,68.26652083333333,0.0,3.5194597222222224,0.0,0.0,0.68,1.24,0.0,0.33486527777777175,0.0
2015-07-06 04:00:00,79.70986111111111,0.0,29.92,15.589272222222222,0.0,3.515112500000011,0.0,0.0,0.68,1.24,0.0,0.23946805555554337,0.0
2015-07-06 05:00:00,132.33416666666682,0.0,29.92,69.24893333333326,0.0,2.81,0.0,0.0,0.68,1.24,0.0,0.28468518518517766,0.0
2015-07-06 06:00:00,78.94944444444444,0.0,11.88963194444445,33.587997222222114,0.0,3.5578138888888886,0.0,0.0,0.68,1.24,0.0,0.4726314814814753,0.0
2015-07-06 07:00:00,112.06097222222206,0.0,30.037579166666667,48.03579722222222,0.0,4.759636111111114,0.0,0.0,0.68,1.24,0.0,0.22107361111110393,0.0
2015-07-06 08:00:00,194.5171944444447,0.0,11.731558333333334,57.444941666666864,31.131656944444444,6.669170833333261,0.0,0.0,0.68,56.18910138888961,0.0,0.8737333333333265,0.0
2015-07-06 09:00:00,131.08586111111111,0.0,0.0,35.952352777777776,36.58361388888889,11.652681944444444,0.0,0.0,0.68,1.24,0.0,15.036858333333335,0.0
2015-07-06 10:00:00,401.3162777777778,0.0,0.0,75.5428874999998,16.00605138888889,6.356845833333324,0.0,0.0,0.68,26.220829166666668,0.0,10.501777777777779,241.70455416666667
2015-07-06 11:00:00,99.51441666666675,0.0,0.0,23.923230555555556,13.991616666666667,13.55441527777779,0.0,0.0,0.68,1.24,0.0,5.847170833333351,8.818627777777861
2015-07-06 12:00:00,123.9263888888889,0.0,0.0,62.81104583333333,24.538475,5.439234722222222,0.0,0.0,0.68,1.24,0.0,1.3586513888888885,0.0
2015-07-06 13:00:00,472.02952777777773,0.0,0.0,46.61429861111101,7.430933333333334,8.28528472222218,0.0,2.2169805555555557,0.68,1.24,0.0,1.089176388888887,380.6743888888889
2015-07-06 14:00:00,56.076696969696975,0.0,0.0,18.782394444444435,3.386890277777778,4.475390277777741,0.0,0.0,0.68,1.24,0.0,1.1717444444444438,0.0
2015-07-06 15:00:00,107.6246085858583,0.0,0.0,65.0176277777778,8.463012499999985,3.8224722222222387,0.0,0.0,0.68,1.24,0.0,1.153406944444445,0.0
